cycle,cell,psi,residual,resnorm
14,17,0.5559486728338781,-4.440892098500626e-16,2.180795226942272e-16
14,18,0.4440513271661221,2.220446049250313e-16,2.180795226942272e-16
14,19,0.2672746396847067,0,2.180795226942272e-16
15,0,0.8742722230710215,0,2.180795226942272e-16
15,1,0.6243465614593653,-1.110223024625157e-16,2.180795226942272e-16
15,2,0.3756534385406348,5.551115123125783e-17,2.180795226942272e-16
15,3,0.1257277769289785,-8.326672684688674e-17,2.180795226942272e-16
15,4,0.8727423308247207,4.440892098500626e-16,2.180795226942272e-16
15,5,0.6231140227664395,1.110223024625157e-16,2.180795226942272e-16
15,6,0.3768859772335606,-2.775557561562891e-16,2.180795226942272e-16
15,7,0.1272576691752792,1.110223024625157e-16,2.180795226942272e-16
15,8,0.8663254082861428,0,2.180795226942272e-16
15,9,0.6184812215481114,-1.110223024625157e-16,2.180795226942272e-16
15,10,0.3815187784518887,1.665334536937735e-16,2.180795226942272e-16
15,11,0.1336745917138571,1.942890293094024e-16,2.180795226942272e-16
15,12,0.8404034890578821,4.440892098500626e-16,2.180795226942272e-16
15,13,0.6029666766879743,1.110223024625157e-16,2.180795226942272e-16
15,14,0.3970333233120258,-1.110223024625157e-16,2.180795226942272e-16
15,15,0.1595965109421179,-5.551115123125783e-17,2.180795226942272e-16
15,16,0.7327253603152933,0,2.180795226942272e-16
15,17,0.5559486728338781,-4.440892098500626e-16,2.180795226942272e-16
15,18,0.4440513271661221,2.220446049250313e-16,2.180795226942272e-16
15,19,0.2672746396847067,0,2.180795226942272e-16
16,0,0.8742722230710215,0,2.180795226942272e-16
16,1,0.6243465614593653,-1.110223024625157e-16,2.180795226942272e-16
16,2,0.3756534385406348,5.551115123125783e-17,2.180795226942272e-16
16,3,0.1257277769289785,-8.326672684688674e-17,2.180795226942272e-16
16,4,0.8727423308247207,4.440892098500626e-16,2.180795226942272e-16
16,5,0.6231140227664395,1.110223024625157e-16,2.180795226942272e-16
16,6,0.3768859772335606,-2.775557561562891e-16,2.180795226942272e-16
16,7,0.1272576691752792,1.110223024625157e-16,2.180795226942272e-16
16,8,0.8663254082861428,0,2.180795226942272e-16
16,9,0.6184812215481114,-1.110223024625157e-16,2.180795226942272e-16
16,10,0.3815187784518887,1.665334536937735e-16,2.180795226942272e-16
16,11,0.1336745917138571,1.942890293094024e-16,2.180795226942272e-16
16,12,0.8404034890578821,4.440892098500626e-16,2.180795226942272e-16
16,13,0.6029666766879743,1.110223024625157e-16,2.180795226942272e-16
16,14,0.3970333233120258,-1.110223024625157e-16,2.180795226942272e-16
16,15,0.1595965109421179,-5.551115123125783e-17,2.180795226942272e-16
16,16,0.7327253603152933,0,2.180795226942272e-16
16,17,0.5559486728338781,-4.440892098500626e-16,2.180795226942272e-16
